"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","interface","complex_pdb","complex_chain1","complex_chain2","no_pairs","interface_architect","uid1_scl","uid2_Pfam","uid2_scl","uid1_Pfam","pairwise_identity","shared_domain","ecs_complete","ecs_anomaly","af3","test","iptm","ptm","ranking_score","diagonal","string","kurtosis","skewness","squared_skewness","max_ecs","R_squared","r","predict_diag","R2_predict_diag","r_predict_diag","na_contact_5A","ca_contact_15A"
"3115",19827,"ENSG00000147586","MRPS28","Q9Y2Q9","RT28_HUMAN",187,"Homo sapiens (Human)",0.3,197.5,1.05614973262032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT28_HUMAN_1-187_b0.3/align/RT28_HUMAN_1-187_b0.3","ENSG00000135972","MRPS9","P82933","RT09_HUMAN",396,"Homo sapiens (Human)",0.2,605.4,1.52878787878788,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT09_HUMAN_1-396_b0.2/align/RT09_HUMAN_1-396_b0.2","sepmito_01125263",1,187,1,396,1,"3J9M","AW","AG",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR020568;IPR000754;IPR020574;IPR014721;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR019375;",13.1,NA,"Complete"," ",NA,"sepmito_01125263_RT28_RT09",NA,NA,NA,"FALSE",1,1.91639505968271,0.723278210084513,0.523131369183057,0.040906,"0.0231588940282319","-0.15218046533058","FALSE","FALSE","FALSE",NA,NA
"3124",19836,"ENSG00000147586","MRPS28","Q9Y2Q9","RT28_HUMAN",187,"Homo sapiens (Human)",0.3,197.5,1.05614973262032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT28_HUMAN_1-187_b0.3/align/RT28_HUMAN_1-187_b0.3","ENSG00000163319","MRPS18C","Q9Y3D5","RT18C_HUMAN",142,"Homo sapiens (Human)",0.3,2474.4,17.4253521126761,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT18C_HUMAN_1-142_b0.3/align/RT18C_HUMAN_1-142_b0.3","sepmito_01124901",1,187,1,142,1,"3J9M","AW","AP",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001648;IPR018275;IPR036870;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR019375;",14.4,NA,"Complete"," ",NA,"sepmito_01124901_RT28_RT18C",NA,NA,NA,"FALSE",1,2.92703357041023,0.755716339817115,0.571107186266577,0.101351,"0.0180923666663096","0.134507868417835","FALSE","FALSE","FALSE",NA,NA
"3126",19838,"ENSG00000147586","MRPS28","Q9Y2Q9","RT28_HUMAN",187,"Homo sapiens (Human)",0.3,197.5,1.05614973262032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT28_HUMAN_1-187_b0.3/align/RT28_HUMAN_1-187_b0.3","ENSG00000266472","MRPS21","P82921","RT21_HUMAN",87,"Homo sapiens (Human)",0.2,3252.4,37.383908045977,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT21_HUMAN_1-87_b0.2/align/RT21_HUMAN_1-87_b0.2","sepmito_01124831",1,187,1,87,1,"3J9M","AW","AQ",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001911;IPR038380;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR019375;",12.3,NA,"Complete"," ",NA,"sepmito_01124831_RT28_RT21",NA,NA,NA,"FALSE",1,1.9882443628261,0.764484956537168,0.584437248771636,0.065545,"0.00464768502303094","0.0681739321370781","FALSE","FALSE","FALSE",NA,NA
"3139",19851,"ENSG00000147586","MRPS28","Q9Y2Q9","RT28_HUMAN",187,"Homo sapiens (Human)",0.3,197.5,1.05614973262032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT28_HUMAN_1-187_b0.3/align/RT28_HUMAN_1-187_b0.3","ENSG00000243927","MRPS6","P82932","RT06_HUMAN",125,"Homo sapiens (Human)",0.3,6447.2,51.5776,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT06_HUMAN_1-125_b0.3/align/RT06_HUMAN_1-125_b0.3","sepmito_01124619",1,187,1,125,1,"3J9M","AW","AE",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR000529;IPR035980;IPR014717;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR019375;",14.9,NA,"Complete"," ",NA,"sepmito_01124619_RT28_RT06",NA,NA,NA,"FALSE",1,1.26757951824718,0.586827238611747,0.344366207976689,0.052932,"8.16079480534225e-05","0.00903371175394823","FALSE","FALSE","FALSE",NA,NA
"3146",19858,"ENSG00000147586","MRPS28","Q9Y2Q9","RT28_HUMAN",187,"Homo sapiens (Human)",0.3,197.5,1.05614973262032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT28_HUMAN_1-187_b0.3/align/RT28_HUMAN_1-187_b0.3","ENSG00000172586","CHCHD1","Q96BP2","CHCH1_HUMAN",118,"Homo sapiens (Human)",0.2,1568.6,13.293220338983,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CHCH1_HUMAN_1-118_b0.2/align/CHCH1_HUMAN_1-118_b0.2","sepmito_01125013",1,187,1,118,1,"3J9M","AW","A2",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR010625;IPR009069;IPR033620;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:23908630}. Nucleus {ECO:0000269|PubMed:15177562}.","IPR019375;",12.3,NA,"Complete"," ",NA,"sepmito_01125013_RT28_CHCH1",NA,NA,NA,"FALSE",1,1.70018900902585,0.668206777795661,0.44650029789206,0.066372,"0.0850368229042193","-0.291610738664095","FALSE","FALSE","FALSE",NA,NA
"3178",20612,"ENSG00000165792","METTL17","Q9H7H0","MET17_HUMAN",456,"Homo sapiens (Human)",0.2,1369.6,3.00350877192982,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MET17_HUMAN_1-456_b0.2/align/MET17_HUMAN_1-456_b0.2","ENSG00000132591","ERAL1","O75616","ERAL1_HUMAN",437,"Homo sapiens (Human)",0.2,11854.5,27.1270022883295,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ERAL1_HUMAN_1-437_b0.2/align/ERAL1_HUMAN_1-437_b0.2","sepmito_00563726",1,456,1,437,1,"8CSP","7","a",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q3U2U7}.","IPR030388;IPR006073;IPR005662;IPR015946;IPR009019;IPR027417;IPR005225;","SUBCELLULAR LOCATION: Mitochondrion matrix. Mitochondrion inner membrane; Peripheral membrane protein. Note=Localizes on the matrix side on the mitochondrial inner membrane.","IPR052571;IPR015324;IPR029063;",16.4,NA,"Complete"," ",NA,"sepmito_00563726_MET17_ERAL1",NA,NA,NA,"FALSE",1,0.594476138238354,0.314779751663834,0.0990862920575451,0.043083,"0.0137119045513964","-0.117097841787953","FALSE","FALSE","FALSE",NA,NA
"3179",20613,"ENSG00000132591","ERAL1","O75616","ERAL1_HUMAN",437,"Homo sapiens (Human)",0.2,11854.5,27.1270022883295,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ERAL1_HUMAN_1-437_b0.2/align/ERAL1_HUMAN_1-437_b0.2","ENSG00000029639","TFB1M","Q8WVM0","TFB1M_HUMAN",346,"Homo sapiens (Human)",0.2,10912.4,31.5387283236994,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TFB1M_HUMAN_1-346_b0.2/align/TFB1M_HUMAN_1-346_b0.2","sepmito_00094579",1,437,1,346,1,"8CSP","a","5",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion matrix. Mitochondrion inner membrane; Peripheral membrane protein. Note=Localizes on the matrix side on the mitochondrial inner membrane.","IPR001737;IPR023165;IPR020596;IPR020598;IPR011530;IPR029063;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11809803}.","IPR030388;IPR006073;IPR005662;IPR015946;IPR009019;IPR027417;IPR005225;",15.1,NA,"Complete"," ",NA,"sepmito_00094579_ERAL1_TFB1M",NA,NA,NA,"FALSE",1,0.599996688077622,0.315894344494024,0.0997892368833091,0.088077,"0.00893122410493906","-0.0945051538538457","FALSE","FALSE","FALSE",NA,NA
"3182",20834,"ENSG00000086504","MRPL28","Q13084","RM28_HUMAN",256,"Homo sapiens (Human)",0.2,434.6,1.69765625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM28_HUMAN_1-256_b0.2/align/RM28_HUMAN_1-256_b0.2","ENSG00000137547","MRPL15","Q9P015","RM15_HUMAN",296,"Homo sapiens (Human)",0.2,1317.1,4.44966216216216,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM15_HUMAN_1-296_b0.2/align/RM15_HUMAN_1-296_b0.2","sepmito_00908095",1,256,1,296,1,"3J7Y","X","M",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR030878;IPR021131;IPR036227;IPR005749;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR026569;IPR034704;IPR037147;",17.1,NA,"Complete"," ",NA,"sepmito_00908095_RM28_RM15",NA,NA,NA,"FALSE",1,0.683106413263165,0.396363906700165,0.157104346534617,0.043013,"0.0137179770474609","0.11712376807233","FALSE","FALSE","FALSE",NA,NA
"3196",20848,"ENSG00000086504","MRPL28","Q13084","RM28_HUMAN",256,"Homo sapiens (Human)",0.2,434.6,1.69765625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM28_HUMAN_1-256_b0.2/align/RM28_HUMAN_1-256_b0.2","ENSG00000136522","MRPL47","Q9HD33","RM47_HUMAN",250,"Homo sapiens (Human)",0.3,563.1,2.2524,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM47_HUMAN_1-250_b0.3/align/RM47_HUMAN_1-250_b0.3","sepmito_00908475",1,256,1,250,1,"3J7Y","X","Y",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR038340;IPR010729;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR026569;IPR034704;IPR037147;",18,NA,"Complete"," ",NA,"sepmito_00908475_RM28_RM47",NA,NA,NA,"FALSE",1,0.685704198957506,0.243942090325452,0.059507743432351,0.042167,"0.0872638392174351","-0.295404534862678","FALSE","FALSE","FALSE",NA,NA
"3197",20849,"ENSG00000086504","MRPL28","Q13084","RM28_HUMAN",256,"Homo sapiens (Human)",0.2,434.6,1.69765625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM28_HUMAN_1-256_b0.2/align/RM28_HUMAN_1-256_b0.2","ENSG00000143436","MRPL9","Q9BYD2","RM09_HUMAN",267,"Homo sapiens (Human)",0.2,7555.6,28.298127340824,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM09_HUMAN_1-267_b0.2/align/RM09_HUMAN_1-267_b0.2","sepmito_00907077",1,256,1,267,1,"3J7Y","X","H",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR000244;IPR009027;IPR020070;IPR036935;IPR054302;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR026569;IPR034704;IPR037147;",17.3,NA,"Complete"," ",NA,"sepmito_00907077_RM28_RM09",NA,NA,NA,"FALSE",1,0.778567339891276,0.345610011897858,0.119446280324037,0.077067,"0.114011641389879","0.337656099293169","FALSE","FALSE","FALSE",NA,NA
"3203",20855,"ENSG00000116221","MRPL37","Q9BZE1","RM37_HUMAN",423,"Homo sapiens (Human)",0.2,423.4,1.00094562647754,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM37_HUMAN_1-423_b0.2/align/RM37_HUMAN_1-423_b0.2","ENSG00000086504","MRPL28","Q13084","RM28_HUMAN",256,"Homo sapiens (Human)",0.2,434.6,1.69765625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM28_HUMAN_1-256_b0.2/align/RM28_HUMAN_1-256_b0.2","sepmito_00921364",1,423,1,256,1,"3J7Y","5","X",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR026569;IPR034704;IPR037147;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR052482;IPR010793;",16.2,NA,"Complete"," ",NA,"sepmito_00921364_RM37_RM28",NA,NA,NA,"FALSE",1,1.01095667526651,0.554020267705881,0.306938457028896,0.030947,"0.0261150058070996","-0.161601379347763","FALSE","FALSE","FALSE",NA,NA
"3204",20856,"ENSG00000086504","MRPL28","Q13084","RM28_HUMAN",256,"Homo sapiens (Human)",0.2,434.6,1.69765625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM28_HUMAN_1-256_b0.2/align/RM28_HUMAN_1-256_b0.2","ENSG00000182154","MRPL41","Q8IXM3","RM41_HUMAN",137,"Homo sapiens (Human)",0.2,394,2.87591240875912,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM41_HUMAN_1-137_b0.2/align/RM41_HUMAN_1-137_b0.2","sepmito_00908600",1,256,1,137,1,"3J7Y","X","9",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR019189;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16024796, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR026569;IPR034704;IPR037147;",12.5,NA,"Complete"," ",NA,"sepmito_00908600_RM28_RM41",NA,NA,NA,"FALSE",1,0.649612219431672,0.364529898651738,0.132882047011046,0.052691,"0.00480489348480711","0.0693173389911003","FALSE","FALSE","FALSE",NA,NA
"3207",20859,"ENSG00000111639","MRPL51","Q4U2R6","RM51_HUMAN",128,"Homo sapiens (Human)",0.3,122.1,0.95390625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM51_HUMAN_1-128_b0.3/align/RM51_HUMAN_1-128_b0.3","ENSG00000086504","MRPL28","Q13084","RM28_HUMAN",256,"Homo sapiens (Human)",0.2,434.6,1.69765625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM28_HUMAN_1-256_b0.2/align/RM28_HUMAN_1-256_b0.2","sepmito_01244640",1,128,1,256,1,"3J7Y","i","X",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR026569;IPR034704;IPR037147;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR019373;",11.3,NA,"Complete"," ",NA,"sepmito_01244640_RM51_RM28",NA,NA,NA,"FALSE",1,0.955628912168467,0.501943384033528,0.25194716077503,0.032417,"0.0135830122764217","-0.116546180874457","FALSE","FALSE","FALSE",NA,NA
"3227",20879,"ENSG00000179271","GADD45GIP1","Q8TAE8","G45IP_HUMAN",222,"Homo sapiens (Human)",0.3,192.2,0.865765765765766,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/G45IP_HUMAN_1-222_b0.3/align/G45IP_HUMAN_1-222_b0.3","ENSG00000086504","MRPL28","Q13084","RM28_HUMAN",256,"Homo sapiens (Human)",0.2,434.6,1.69765625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM28_HUMAN_1-256_b0.2/align/RM28_HUMAN_1-256_b0.2","sepmito_01133953",1,222,1,256,1,"3J7Y","q","X",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22453275, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}. Nucleus {ECO:0000269|PubMed:12482659}. Note=Using N-terminally tagged constructs, has been found in the nucleus (PubMed:12482659). C-terminally tagged constructs are targeted exclusively to mitochondria (PubMed:22453275). This discrepancy may be explained by masking of a potential N-terminal mitochondrial targeting signal by the tag (PubMed:22453275). {ECO:0000269|PubMed:12482659, ECO:0000269|PubMed:22453275}.","IPR026569;IPR034704;IPR037147;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR018472;IPR043035;",18.4,NA,"Complete"," ",NA,"sepmito_01133953_G45IP_RM28",NA,NA,NA,"FALSE",1,1.00115026390402,0.554782382271898,0.307783491679282,0.038963,"0.0449570383887666","-0.212030748686993","FALSE","FALSE","FALSE",NA,NA
"3235",2091,"ENSG00000123297","TSFM","P43897","EFTS_HUMAN",325,"Homo sapiens (Human)",0.4,4894.8,15.0609230769231,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/EFTS_HUMAN_1-325_b0.4/align/EFTS_HUMAN_1-325_b0.4","ENSG00000178952","TUFM","P49411","EFTU_HUMAN",452,"Homo sapiens (Human)",0.2,29214.2,64.633185840708,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/EFTU_HUMAN_1-452_b0.2/align/EFTU_HUMAN_1-452_b0.2","sepmito_00269153",1,325,1,452,1,"1XB2","B","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion.","IPR041709;IPR050055;IPR004161;IPR033720;IPR031157;IPR027417;IPR000795;IPR009000;IPR009001;IPR004541;IPR004160;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22749352}.","IPR036402;IPR001816;IPR014039;IPR018101;IPR009060;",18.3,NA,"Complete"," ",NA,"sepmito_00269153_EFTS_EFTU",NA,NA,NA,"FALSE",1,2.11289870108677,0.737198908417545,0.54346223057202,0.16605,"0.00408571066085439","0.0639195639914291","FALSE","FALSE","FALSE",NA,NA
"3237",21338,"ENSG00000137547","MRPL15","Q9P015","RM15_HUMAN",296,"Homo sapiens (Human)",0.2,1317.1,4.44966216216216,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM15_HUMAN_1-296_b0.2/align/RM15_HUMAN_1-296_b0.2","ENSG00000197345","MRPL21","Q7Z2W9","RM21_HUMAN",205,"Homo sapiens (Human)",0.2,1236.7,6.03268292682927,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM21_HUMAN_1-205_b0.2/align/RM21_HUMAN_1-205_b0.2","sepmito_00583453",1,296,1,205,1,"3J7Y","M","S",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR028909;IPR036164;IPR001787;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR030878;IPR021131;IPR036227;IPR005749;",15.1,NA,"Complete"," ",NA,"sepmito_00583453_RM15_RM21",NA,NA,NA,"FALSE",1,0.567634695554652,0.449423817021576,0.201981767306243,0.078178,"0.0213530286350938","-0.146126755370445","FALSE","FALSE","FALSE",NA,NA
"3246",21347,"ENSG00000197345","MRPL21","Q7Z2W9","RM21_HUMAN",205,"Homo sapiens (Human)",0.2,1236.7,6.03268292682927,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM21_HUMAN_1-205_b0.2/align/RM21_HUMAN_1-205_b0.2","ENSG00000242485","MRPL20","Q9BYC9","RM20_HUMAN",149,"Homo sapiens (Human)",0.2,3924.6,26.3395973154362,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM20_HUMAN_1-149_b0.2/align/RM20_HUMAN_1-149_b0.2","sepmito_00602003",1,205,1,149,1,"3J7Y","S","R",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR005813;IPR035566;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279069, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR028909;IPR036164;IPR001787;",17.1,NA,"Complete"," ","complete","sepmito_00602003_RM21_RM20",0.78,0.75,0.93,"FALSE",1,5.37336676518219,1.00186040262126,1.00372426634043,0.252631,"0.0986043567104475","-0.314013306581819","FALSE","FALSE","FALSE",NA,NA
"3250",21351,"ENSG00000197345","MRPL21","Q7Z2W9","RM21_HUMAN",205,"Homo sapiens (Human)",0.2,1236.7,6.03268292682927,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM21_HUMAN_1-205_b0.2/align/RM21_HUMAN_1-205_b0.2","ENSG00000082515","MRPL22","Q9NWU5","RM22_HUMAN",206,"Homo sapiens (Human)",0.2,5690.2,27.6223300970874,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM22_HUMAN_1-206_b0.2/align/RM22_HUMAN_1-206_b0.2","sepmito_00601890",1,205,1,206,1,"3J7Y","S","T",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR001063;IPR047867;IPR036394;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR028909;IPR036164;IPR001787;",16.8,NA,"Complete"," ",NA,"sepmito_00601890_RM21_RM22",NA,NA,NA,"FALSE",1,0.194068144624684,0.310974789022395,0.0967053194075231,0.107954,"6.45672189926346e-05","-0.00803537298403962","FALSE","FALSE","FALSE",NA,NA
"3287",21388,"ENSG00000172590","MRPL52","Q86TS9","RM52_HUMAN",123,"Homo sapiens (Human)",0.2,180.8,1.46991869918699,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM52_HUMAN_1-123_b0.2/align/RM52_HUMAN_1-123_b0.2","ENSG00000197345","MRPL21","Q7Z2W9","RM21_HUMAN",205,"Homo sapiens (Human)",0.2,1236.7,6.03268292682927,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM21_HUMAN_1-205_b0.2/align/RM21_HUMAN_1-205_b0.2","sepmito_01152805",1,123,1,205,1,"3J7Y","j","S",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.","IPR028909;IPR036164;IPR001787;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR034596;",17,NA,"Complete"," ",NA,"sepmito_01152805_RM52_RM21",NA,NA,NA,"FALSE",1,1.28093862496134,0.592837738210429,0.351456583846457,0.06631,"0.00829027952688693","-0.0910509721358697","FALSE","FALSE","FALSE",NA,NA
"3289",2152,"ENSG00000100216","TOMM22","Q9NS69","TOM22_HUMAN",142,"Homo sapiens (Human)",0.2,541.7,3.81478873239437,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TOM22_HUMAN_1-142_b0.2/align/TOM22_HUMAN_1-142_b0.2","ENSG00000158882","TOMM40L","Q969M1","TM40L_HUMAN",308,"Homo sapiens (Human)",0.2,1318.6,4.28116883116883,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TM40L_HUMAN_1-308_b0.2/align/TM40L_HUMAN_1-308_b0.2","sepmito_00840067",1,142,1,308,1,"7CK6","C","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:10982837}; Single-pass membrane protein {ECO:0000269|PubMed:10982837}.","IPR023614;IPR027246;IPR037930;","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.","IPR005683;",14.6,NA,"Complete"," ",NA,"sepmito_00840067_TOM22_TM40L",NA,NA,NA,"FALSE",1,0.968571071372857,0.598175602054917,0.357814050893762,0.049122,"0.000386609675719236","-0.0196623924210467","FALSE","FALSE","FALSE",NA,NA
"3290",2153,"ENSG00000158882","TOMM40L","Q969M1","TM40L_HUMAN",308,"Homo sapiens (Human)",0.2,1318.6,4.28116883116883,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TM40L_HUMAN_1-308_b0.2/align/TM40L_HUMAN_1-308_b0.2","ENSG00000214736","TOMM6","Q96B49","TOM6_HUMAN",74,"Homo sapiens (Human)",0.2,5294,71.5405405405405,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TOM6_HUMAN_1-74.0_b0.2/align/TOM6_HUMAN_1-74.0_b0.2","sepmito_00581096",1,308,1,74,1,"7CK6","A","E",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.","IPR029182;","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:18331822}.","IPR023614;IPR027246;IPR037930;",8.8,NA,"Complete"," ",NA,"sepmito_00581096_TM40L_TOM6",NA,NA,NA,"FALSE",1,1.35568522666549,0.426563112618732,0.181956089046981,0.029596,"0.0162902159151397","-0.127633130162743","FALSE","FALSE","FALSE",NA,NA
